cds14,school_name,county,students_per_grade,charter
19643291937739,San Dimas High,Los Angeles,309.0,0
19643291995893,Vista (Alternative),Los Angeles,2.0,0
19643297066079,School 19643297066079,,,
19643297081268,School 19643297081268,,,
19643370000001,District Students in NPS (Los Angeles) [10],Los Angeles,,0
19643370115436,Off Campus Learning Center,Los Angeles,2.0,
19643370131573,Burbank Unified Independent Learning Academy (BUILA),Los Angeles,32.0,0
19643371931187,Burbank High,Los Angeles,614.0,0
19643371931237,Burroughs High (Los Angeles),Los Angeles,571.0,0
19643371933332,"Monterey High, Cont.",Los Angeles,96.0,0
19643371995877,Magnolia Park,Los Angeles,6.0,0
19643371996099,Options for Youth-Burbank,Los Angeles,188.0,
19643371996230,Burbank USD Community Day,Los Angeles,6.0,0
19643520000001,District Students in NPS (Los Angeles) [11],Los Angeles,,0
19643520101642,Media Art Academy,Los Angeles,20.0,
19643520118521,Centinela Valley Independent,Los Angeles,18.0,0
19643520128488,Family First Charter,Los Angeles,57.0,1
19643520128496,New Opportunities Charter,Los Angeles,86.0,1
19643520128900,School 19643520128900,,11.0,
19643521930239,Lloyde (R. K.) High,Los Angeles,217.0,0
19643521931609,School 19643521931609,,,
19643521933951,Hawthorne High,Los Angeles,419.0,0
19643521934926,Lawndale High,Los Angeles,351.0,0
19643521934983,Lennox High,Los Angeles,,
19643521935048,Leuzinger High,Los Angeles,495.0,0
19643780000001,District Students in NPS (Los Angeles) [12],Los Angeles,,0
19643781930312,"Arrow High, Cont.",Los Angeles,37.0,0
19643781931666,Charter Oak High,Los Angeles,315.0,0
19643781964378,Home/hospital and independent study (Los Angeles) [4],Los Angeles,,
19643781995885,Oak Knoll Alternative,Los Angeles,11.0,0
19643781995927,Bridges Community Day (Los Angeles),Los Angeles,5.0,0
19643940000001,District Students in NPS (Los Angeles) [13],Los Angeles,,0
19643941931807,"San Antonio High, Cont.",Los Angeles,30.0,0
19643941931823,Claremont High,Los Angeles,516.0,0
19643941932219,School 19643941932219,,,
19643941996297,Community Day (Los Angeles),Los Angeles,7.0,
19644360000001,District Students in NPS (Los Angeles) [14],Los Angeles,,0
19644360140525,School 19644360140525,,18.0,0
19644361931617,"Fairvalley High, Cont.",Los Angeles,125.0,0
19644361932086,Covina High,Los Angeles,264.0,0
19644361936418,Northview High,Los Angeles,312.0,0
19644361938372,South Hills High,Los Angeles,392.0,0
19644361995562,"Ranger High, Alter.",Los Angeles,19.0,
19644440000001,District Students in NPS (Los Angeles) [15],Los Angeles,,0
19644440128322,Culver City Unified School District iAcademy,Los Angeles,6.0,
19644441930031,Culver City Independent,Los Angeles,36.0,
19644441932201,Culver City High,Los Angeles,503.0,0
19644441932656,Culver Park High,Los Angeles,13.0,0
19644441996255,Culver City Community Day,Los Angeles,1.0,
19644510000001,District Students in NPS (Los Angeles) [16],Los Angeles,,0
19644510141093,School 19644510141093,,25.0,
19644511931625,Columbus Continuation,Los Angeles,212.0,0
19644511932441,Downey High,Los Angeles,1013.0,0
19644511937119,Rancho Los Amigos Hospita,Los Angeles,2.0,
19644511939164,Warren High,Los Angeles,902.0,0
19644511964451,School 19644511964451,,,
19644690000001,District Students in NPS (Los Angeles) [17],Los Angeles,,0
19644690128736,Opportunities for Learning - Duarte,Los Angeles,31.0,1
19644690134858,California School of the Arts - San Gabriel Valley,Los Angeles,244.0,1
19644690139535,"Options For Youth - Duarte, Inc",Los Angeles,58.0,1
19644691932482,Duarte High,Los Angeles,189.0,0
19644691936079,Mt. Olive Alt Education,Los Angeles,39.0,0
19644691964469,Home/hospital and independent study (Los Angeles) [5],Los Angeles,,
19645190000001,District Students in NPS (Los Angeles) [18],Los Angeles,13.0,0
19645191930320,Arroyo High (Los Angeles),Los Angeles,410.0,0
19645191932649,El Monte/Rosemead Adult,Los Angeles,,
19645191932664,El Monte High,Los Angeles,346.0,0
19645191932680,Mountain View High (Los Angeles),Los Angeles,281.0,0
19645191937481,Rosemead High,Los Angeles,423.0,0
19645191938919,Fernando R. Ledesma Continuat,Los Angeles,196.0,0
19645191995661,South El Monte High,Los Angeles,281.0,0
19645191996123,El Monte Union Community Day,Los Angeles,21.0,0
19645270000000,School 19645270000000,,21.0,0
19645270000001,District Students in NPS (Los Angeles) [19],Los Angeles,,0
19645270118547,Eugene A. Obregon,Los Angeles,5.0,
19645270118612,El Rancho Alternative Educatio,Los Angeles,,
19645270133835,Ellen Ochoa Prep Academy,Los Angeles,64.0,
19645271932698,Salazar (Ruben) Continuation,Los Angeles,112.0,0
19645271932706,El Rancho High,Los Angeles,499.0,0
19645271932722,School 19645271932722,,,
19645271964527,Home/hospital and independent study (Los Angeles) [6],Los Angeles,32.0,
19645350000001,District Students in NPS (Los Angeles) [20],Los Angeles,,0
19645351930353,Arena High (Continuation),Los Angeles,20.0,0
19645351932763,El Segundo High,Los Angeles,308.0,0
19645680000001,District Students in NPS (Los Angeles) [21],Los Angeles,12.0,0
19645681932144,Crescenta Valley High,Los Angeles,656.0,0
19645681933472,"Daily (Allan F.) High, Cont.",Los Angeles,158.0,0
19645681933530,Glendale High,Los Angeles,516.0,0
19645681934082,Herbert Hoover High (Los Angeles),Los Angeles,398.0,0
19645681995497,Verdugo Academy,Los Angeles,35.0,0
19645681996131,Clark (A.W.) Magnet High,Los Angeles,284.0,0
19645681996156,Jewel City Community Day,Los Angeles,,0
19645686099022,College View,Los Angeles,8.0,0
19645760000001,District Students in NPS (Los Angeles) [22],Los Angeles,,0
19645761933597,Glendora High,Los Angeles,517.0,0
19645761939677,Whitcomb Continuation High,Los Angeles,33.0,0
19645841996305,Gorman Learning Center,Los Angeles,106.0,1
19645841996677,Lifeline Education Charter (Los Angeles) [1],Los Angeles,46.0,
19645920100354,Hawthorne Math and Science Ac,Los Angeles,142.0,1
19645920118505,Academy for Recording Arts,Los Angeles,61.0,
19646000120543,Opps. Learning-Hermosa Beach,Los Angeles,240.0,
19646000120550,Options for Youth-Hermosa Bea,Los Angeles,73.0,
19646340000001,District Students in NPS (Los Angeles) [23],Los Angeles,12.0,0
19646341934215,School 19646341934215,,,
19646341934231,Inglewood High,Los Angeles,189.0,0
19646341934249,Hillcrest High (Los Angeles),Los Angeles,52.0,0
19646341936046,Morningside High,Los Angeles,102.0,0
19646341996529,City Honors College Preparato,Los Angeles,83.0,1
19646341996586,Animo Inglewood Charter High (Los Angeles) [1],Los Angeles,148.0,1
19646420136127,Sage Oak Charter School- Keppel,Los Angeles,3.0,1
19646590000001,District Students in NPS (Los Angeles) [24],Los Angeles,,0
19646591934611,La Canada High,Los Angeles,335.0,0
19646591995950,Foothills (Special Educat,Los Angeles,2.0,
19646830000001,District Students in NPS (Los Angeles) [25],Los Angeles,,0
19646831930080,Agoura High,Los Angeles,427.0,0
19646831931260,Indian Hills Continuation High,Los Angeles,11.0,
19646831931781,Calabasas High,Los Angeles,427.0,0
19646911996438,Environmental Charter High,Los Angeles,122.0,1
19647090100602,"Lennox Mathematics, Science a",Los Angeles,147.0,1
19647091996313,Animo Leadership High,Los Angeles,158.0,1
19647250000000,School 19647250000000,,13.0,0
19647250000001,District Students in NPS (Los Angeles) [26],Los Angeles,28.0,0
19647250101741,Select Community Day (Seconda,Los Angeles,1.0,
19647250115378,Rosie the Riveter Charter High,Los Angeles,10.0,
19647250115683,MATTIE Academy,Los Angeles,15.0,
19647250118471,Colegio New City,Los Angeles,13.0,
19647250125153,Beach High-ILP,Los Angeles,32.0,
19647250127381,Ernest S. McBride Sr. High School,Los Angeles,170.0,0
19647250131938,Clear Passage Educational Center,Los Angeles,8.0,1
19647250132324,Eunice Sato Academy of Math & Science,Los Angeles,138.0,0
19647250132381,Helen Keller Middle,Los Angeles,,0
19647250135525,Richard D. Browning High,Los Angeles,75.0,0
19647251930411,Avalon (K-12),Los Angeles,39.0,0
19647251934470,Jordan High,Los Angeles,568.0,0
19647251934678,Lakewood High,Los Angeles,576.0,0
19647251935188,Long Beach Adult,Los Angeles,,
19647251935758,Millikan High,Los Angeles,852.0,0
19647251936947,Polytechnic High (Los Angeles),Los Angeles,972.0,0
19647251937176,Reid High,Los Angeles,101.0,0
19647251939875,Wilson High,Los Angeles,837.0,0
19647251964725,Home/hospital and independent study (Los Angeles) [7],Los Angeles,,
19647251995362,School 19647251995362,,,
19647251995539,Calif Acad Math and Science,Los Angeles,168.0,0
19647251995570,Educational Partnership High,Los Angeles,524.0,0
19647251995851,Savannah Academy,Los Angeles,,
19647251995935,Cabrillo High (Los Angeles),Los Angeles,413.0,0
19647251996339,Premiere Education Charter,Los Angeles,116.0,
19647251996362,Pacific Learning Center,Los Angeles,39.0,
19647251996461,Promise Academy,Los Angeles,72.0,
19647251996503,Renaissance High for the Arts,Los Angeles,99.0,0
19647330000001,District Students in NPS (Los Angeles) [27],Los Angeles,329.0,0
19647330100677,High Tech LA,Los Angeles,90.0,1
19647330100750,Wallis Annenberg High,Los Angeles,121.0,1
19647330100776,North Valley Charter,Los Angeles,46.0,
19647330100800,Central City Value,Los Angeles,119.0,1
19647330101196,View Park Prep High,Los Angeles,78.0,1
19647330101329,W J Johnston Community Day,Los Angeles,8.0,0
19647330101659,Crenshaw Arts/Tech CharterHigh,Los Angeles,31.0,1
19647330101675,Animo Oscar De La Hoya Charte,Los Angeles,129.0,1
19647330101683,Renaissance Arts Academy,Los Angeles,44.0,1
19647330101691,Leap,Los Angeles,24.0,
19647330102137,Aggeler Community Day,Los Angeles,30.0,0
19647330102350,Renaissance Academy Charter H,Los Angeles,11.0,
19647330102434,Animo South Los Angeles Chart,Los Angeles,128.0,1
19647330102541,New Designs Charter,Los Angeles,110.0,1
19647330102764,Alonzo Community Day,Los Angeles,61.0,0
19647330102913,Middle College High (Los Angeles),Los Angeles,90.0,0
19647330102921,Harbor Teacher Preparation Ac,Los Angeles,113.0,0
19647330106351,Ivy Academia,Los Angeles,19.0,1
19647330106435,Camino Nuevo Charter High,Los Angeles,65.0,
19647330106831,Animo Venice Charter High,Los Angeles,84.0,1
19647330106849,Animo Pat Brown,Los Angeles,154.0,1
19647330106856,Southern California School of,Los Angeles,,
19647330106864,Alliance Gertz-Ressler High,Los Angeles,145.0,1
19647330106997,Orthopaedic Hospital,Los Angeles,163.0,0
19647330107003,Northridge Academy High,Los Angeles,208.0,0
19647330107011,International Studies Learnin,Los Angeles,109.0,0
19647330107755,Port of Los Angeles High,Los Angeles,229.0,1
19647330108878,CHAMPS - Charter HS of Arts-M,Los Angeles,106.0,1
19647330108894,Alliance Burton Tchnology Acad,Los Angeles,154.0,1
19647330108928,Larchmont Charter,Los Angeles,146.0,1
19647330108936,Alliance Huntington Park Coll,Los Angeles,158.0,1
19647330109447,Santee Education Complex,Los Angeles,396.0,0
19647330109454,South East High,Los Angeles,498.0,0
19647330109462,Maywood Academy High,Los Angeles,253.0,0
19647330109512,Cal Burke High,Los Angeles,38.0,0
19647330109553,CA Academy for Liberal Studie,Los Angeles,46.0,
19647330109876,Community Charter Early Colle,Los Angeles,83.0,
19647330109918,Opportunities Unlimited (Los Angeles) [2],Los Angeles,30.0,
19647330109926,Academia Avance Charter (Los Angeles) [2],Los Angeles,,
19647330109942,Los Angeles International,Los Angeles,44.0,
19647330110304,LA Acad of Arts & Enterprise,Los Angeles,37.0,1
19647330110668,Frida Kahlo High,Los Angeles,30.0,0
19647330111484,New Village Charter High,Los Angeles,22.0,1
19647330111492,Alliance College-Ready Acad#5,Los Angeles,151.0,1
19647330111500,Alliance Dr. Olga Mohan High,Los Angeles,114.0,1
19647330111575,Animo Ralph Bunche High,Los Angeles,133.0,1
19647330111583,Animo Jackie Robinson High,Los Angeles,152.0,1
19647330111591,Animo Justice Charter High,Los Angeles,76.0,
19647330111609,Animo Film and Theater Arts C,Los Angeles,18.0,
19647330111617,Animo Locke Technology High,Los Angeles,112.0,
19647330111625,Animo Watts Charter High,Los Angeles,136.0,1
19647330111641,Alliance William and Carol Ou,Los Angeles,148.0,1
19647330111658,Alliance Marc & Eva Stern Mat,Los Angeles,140.0,1
19647330112029,Miguel Contreras Learning,Los Angeles,98.0,0
19647330112037,East Valley Sr. High,Los Angeles,140.0,0
19647330112045,Arleta High,Los Angeles,260.0,0
19647330112052,Panorama High,Los Angeles,329.0,0
19647330112128,Aspire Centennial College Pre,Los Angeles,,
19647330112508,Bright Star Secondary Charter,Los Angeles,139.0,1
19647330112540,Lou Dantzler Preparatory Char,Los Angeles,80.0,
19647330112557,Frederick Douglass High,Los Angeles,69.0,
19647330112847,"Arleta High School of Science,",Los Angeles,74.0,
19647330112854,Jordan New Technology High,Los Angeles,4.0,
19647330112862,Student Empowerment Academy,Los Angeles,46.0,
19647330112870,Los Angeles School of Global,Los Angeles,58.0,0
19647330114850,West Adams Preparatory High,Los Angeles,236.0,0
19647330114942,Alliance College-Ready Acad#7,Los Angeles,80.0,
19647330115030,Magnolia Science Academy 3 (Los Angeles) [2],Los Angeles,38.0,
19647330115121,Design High,Los Angeles,,
19647330115212,Magnolia Science Academy 2 (Los Angeles) [2],Los Angeles,33.0,
19647330115253,Discovery Charter Prep No. 2,Los Angeles,52.0,1
19647330115279,Thurgood Marshall Charter High,Los Angeles,1.0,
19647330115295,Fernando Pullum Performing Art,Los Angeles,,
19647330116509,Alliance Media Arts and Enter,Los Angeles,112.0,1
19647330116954,Jack London Community Day,Los Angeles,9.0,0
19647330117051,Edward R. Roybal Learning Cen,Los Angeles,282.0,0
19647330117069,Helen Bernstein High,Los Angeles,176.0,0
19647330117077,APEX Academy,Los Angeles,79.0,
19647330117317,Legacy Charter High,Los Angeles,,
19647330117598,Alliance Health Services Acad,Los Angeles,108.0,1
19647330117606,Alliance Environmental Scienc,Los Angeles,74.0,1
19647330117622,Magnolia Science Academy 4,Los Angeles,19.0,1
19647330117630,Magnolia Science Academy 5 (Los Angeles) [2],Los Angeles,6.0,
19647330117721,Academic Leadership Community,Los Angeles,98.0,0
19647330117739,CIVITAS School of Leadership,Los Angeles,62.0,
19647330117747,Los Angeles High School of th,Los Angeles,108.0,0
19647330117754,Los Angeles Teachers Prep Acad,Los Angeles,36.0,
19647330117762,School for the VA & Humanities,Los Angeles,128.0,0
19647330117911,New Millennium Secondary,Los Angeles,38.0,1
19647330118158,Anahuacalmecac Int'l Prep High,Los Angeles,8.0,
19647330118570,Animo Locke High #3,Los Angeles,,
19647330118588,Animo Locke High #1,Los Angeles,290.0,1
19647330118596,Animo Locke High #2,Los Angeles,227.0,
19647330119651,Sun Valley High,Los Angeles,90.0,
19647330119685,New Open World Academy,Los Angeles,93.0,0
19647330119693,UCLA Community,Los Angeles,106.0,0
19647330119719,School of Engineering and Tech,Los Angeles,97.0,
19647330119727,Ramon C. Cortines School of V,Los Angeles,276.0,0
19647330119909,Animo Locke ACE Academy,Los Angeles,,
19647330119966,School of Math and Science,Los Angeles,174.0,0
19647330120071,New Designs Charter-Watts,Los Angeles,45.0,1
19647330120360,Daniel Pearl Jour & Com Magnet,Los Angeles,46.0,0
19647330120808,Dorothy V. Johnson Comm. Day,Los Angeles,21.0,0
19647330121095,Ambassador School of Global,Los Angeles,73.0,0
19647330121285,Alliance Simon Technology Acad,Los Angeles,118.0,1
19647330121293,Alliance Tennenbaum Fam Tec HS,Los Angeles,44.0,1
19647330122275,Academy of ESP,Los Angeles,64.0,
19647330122283,School of Law & Government,Los Angeles,123.0,
19647330122291,Humanitas Art Sch at Roosevelt,Los Angeles,121.0,
19647330122309,STEM High,Los Angeles,131.0,
19647330122325,Acad of MHS at Roosevelt High,Los Angeles,123.0,
19647330122333,MST Magnet Academy,Los Angeles,134.0,0
19647330122341,East LA Performing Arts #1,Los Angeles,61.0,0
19647330122358,"Humanitas Academy, Art & Tech.",Los Angeles,100.0,0
19647330122366,SJL at Esteban Torres High#5,Los Angeles,30.0,0
19647330122374,East LA Renaissance Academy,Los Angeles,82.0,0
19647330122382,Engineering & Tech Acad. #3,Los Angeles,66.0,0
19647330122416,Barack Obama Global Prep,Los Angeles,17.0,0
19647330122598,Triumph Charter High,Los Angeles,51.0,
19647330122606,Lakeview Charter High,Los Angeles,111.0,1
19647330122721,Aspire Pacific Academy,Los Angeles,74.0,1
19647330122762,Los Angeles Big Picture High,Los Angeles,14.0,
19647330122861,Camino Nuevo Academy #2,Los Angeles,,1
19647330123133,Alliance Smidt Technology HS,Los Angeles,60.0,1
19647330123141,Alliance College-Ready Acad#16,Los Angeles,121.0,1
19647330124222,Rise Kohyang Middle,Los Angeles,,1
19647330124362,Valley Academy of Arts and Sc,Los Angeles,189.0,0
19647330124370,"Arts, Theatre, Entertainment",Los Angeles,75.0,0
19647330124388,Social Justice Humanitas,Los Angeles,104.0,0
19647330124396,Academy of Scientific Explora,Los Angeles,109.0,0
19647330124404,Teacher Preparation Acad #5F,Los Angeles,70.0,0
19647330124412,Los Angeles River,Los Angeles,100.0,0
19647330124420,Schl - History & Dramatic Arts,Los Angeles,71.0,
19647330124438,ARTLAB @ Sotomayor,Los Angeles,44.0,
19647330124461,Angelou HS Global Issues Acad,Los Angeles,80.0,
19647330124479,Angelou HS Fine Arts Acad.,Los Angeles,243.0,0
19647330124487,Public Svs South Region HS#2,Los Angeles,114.0,0
19647330124495,Comm & Tech-SRH#2B,Los Angeles,126.0,0
19647330124503,Green Design So Region HS#2C,Los Angeles,123.0,0
19647330124511,Performing Arts Comm SRH#2,Los Angeles,124.0,0
19647330124529,Rancho Dominguez Preparatory,Los Angeles,115.0,0
19647330124560,Synergy Quantum Academy,Los Angeles,141.0,1
19647330124818,LA Leadership Primary Academy,Los Angeles,,1
19647330124883,Animo College Preparatory Acad,Los Angeles,87.0,
19647330124891,Alliance Luskin Academy HS,Los Angeles,131.0,1
19647330124933,Early College Academy for Lea,Los Angeles,49.0,1
19647330124941,Alliance Margaret M. Bloomfield Technology Academy High,Los Angeles,141.0,1
19647330125864,USC Hybrid High,Los Angeles,130.0,1
19647330125963,Lema,Los Angeles,55.0,
19647330125989,Stem,Los Angeles,124.0,0
19647330126136,Math and Science College Preparatory,Los Angeles,139.0,1
19647330126185,Acad of Science and Engineer,Los Angeles,61.0,
19647330126474,Hilda L. Solis Academy,Los Angeles,42.0,0
19647330126482,Augustus F. Hawkins High (A),Los Angeles,280.0,0
19647330126490,Augustus F. Hawkins High (B),Los Angeles,100.0,
19647330126508,Augustus F. Hawkins High (C),Los Angeles,84.0,
19647330126516,Linda Esperanza Marquez High A,Los Angeles,182.0,0
19647330126524,Linda Esperanza Marquez (B),Los Angeles,154.0,0
19647330126532,Linda Esperanza Marquez (C),Los Angeles,135.0,0
19647330126540,South Region High #9A,Los Angeles,131.0,0
19647330126557,South Region High #9B,Los Angeles,92.0,0
19647330126565,South Region High #12A,Los Angeles,,
19647330126573,South Region High #12B,Los Angeles,146.0,0
19647330126615,AEE at Carson High,Los Angeles,118.0,0
19647330126623,AMA at Carson High,Los Angeles,110.0,0
19647330127217,Alliance Alice M. Baxter College-Ready High,Los Angeles,64.0,
19647330127787,Humanities and Arts (HARTS) Academy of Los Angeles,Los Angeles,102.0,0
19647330127795,Contreras Learning Center-School of Social Justice,Los Angeles,82.0,0
19647330127803,Early College Academy-LA Trade Tech College,Los Angeles,68.0,0
19647330127852,Executive Preparatory Academy of Finance,Los Angeles,62.0,
19647330127878,Pathways Community,Los Angeles,109.0,
19647330127894,Valor Academy Charter High,Los Angeles,123.0,1
19647330127910,Camino Nuevo High #2,Los Angeles,118.0,1
19647330129536,"Boyle Heights Science, Technology, Engineering and Math Magnet",Los Angeles,51.0,0
19647330129585,NAVA College Preparatory Academy,Los Angeles,150.0,0
19647330129627,TEACH Tech Charter High,Los Angeles,63.0,1
19647330129775,Banning Academies of Creative and Innovative Scien,Los Angeles,149.0,
19647330130997,Sylmar Biotech Health and Engineering Magnet,Los Angeles,55.0,0
19647330131821,Collegiate Charter High School of Los Angeles,Los Angeles,32.0,1
19647330132027,University Preparatory Value High,Los Angeles,123.0,1
19647330132084,Alliance Marine - Innovation and Technology 6-12 Complex,Los Angeles,48.0,1
19647330132126,Bert Corona Charter High,Los Angeles,52.0,1
19647330132282,Ednovate - East College Prep,Los Angeles,78.0,1
19647330132928,Anahuacalmecac International University Preparatory of North America (Los Angeles) [1],Los Angeles,18.0,1
19647330133272,PUC Triumph Charter Academy and PUC Triumph Charter High,Los Angeles,108.0,1
19647330133280,PUC Nueva Esperanza Charter Academy,Los Angeles,41.0,1
19647330133298,PUC CALS Middle School and Early College High,Los Angeles,44.0,1
19647330133603,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",Los Angeles,95.0,0
19647330133736,Science Academy STEM Magnet,Los Angeles,65.0,0
19647330133868,Rise Kohyang High,Los Angeles,118.0,1
19647330135632,WISH Academy High,Los Angeles,71.0,1
19647330135681,Horace Mann UCLA Community,Los Angeles,38.0,0
19647330135715,Ednovate - Esperanza College Prep,Los Angeles,129.0,1
19647330135723,Ednovate - Brio College Prep,Los Angeles,125.0,1
19647330135855,Maywood Center for Enriched Studies,Los Angeles,187.0,0
19647330135996,School 19647330135996,,15.0,0
19647330137083,University Pathways Medical Magnet Academy,Los Angeles,43.0,0
19647330137091,University Pathways Public Service Academy,Los Angeles,76.0,0
19647330137562,Matrix for Success Academy,Los Angeles,64.0,1
19647330137612,Valley International Preparatory High,Los Angeles,57.0,1
19647330139055,School 19647330139055,,20.0,
19647330140046,Valley Oaks Ctr Enriched Stds,Los Angeles,57.0,0
19647330140129,Ednovate - South LA College Prep,Los Angeles,98.0,1
19647330141523,School 19647330141523,,87.0,0
19647330141531,School 19647330141531,,92.0,0
19647330141549,School 19647330141549,,104.0,0
19647330141556,Steam Virtual Academy,Los Angeles,88.0,0
19647330141564,Leadership&public Svc Virtual Aca,Los Angeles,99.0,0
19647330141572,School 19647330141572,,102.0,0
19647330141630,Iovine & Young Center Idte Magnet,Los Angeles,26.0,0
19647331930064,Aggeler (William Tell) Op,Los Angeles,10.0,0
19647331930114,School 19647331930114,,,
19647331930296,Newmark (Harris) Continuation,Los Angeles,38.0,0
19647331930387,Central High (Los Angeles),Los Angeles,105.0,0
19647331930403,Whitney Young Continuation,Los Angeles,8.0,0
19647331930429,View Park Continuation,Los Angeles,18.0,0
19647331930486,Moneta Continuation,Los Angeles,6.0,0
19647331930551,San Antonio Continuation,Los Angeles,23.0,0
19647331930577,Pueblo de Los Angeles Continu,Los Angeles,32.0,0
19647331930619,Harold McAlister High (Opport,Los Angeles,20.0,0
19647331930650,Phineas Banning Senior High,Los Angeles,606.0,0
19647331930692,Riley (Thomas) High,Los Angeles,8.0,0
19647331930734,"Angel's Gate, Cont.",Los Angeles,19.0,0
19647331930783,Phoenix Continuation,Los Angeles,1.0,0
19647331930791,Mt. Lukens Continuation,Los Angeles,9.0,0
19647331930841,North Valley Occupational Cent,Los Angeles,,
19647331930866,Bell Senior High,Los Angeles,522.0,0
19647331930908,Belmont Community Adult,Los Angeles,,
19647331930924,Belmont Senior High,Los Angeles,154.0,0
19647331930940,John R. Wooden High,Los Angeles,14.0,0
19647331930957,School 19647331930957,,,
19647331930973,Rodia (Simon) Continuation,Los Angeles,62.0,0
19647331930999,Indian Springs Continuation,Los Angeles,4.0,
19647331931047,Birmingham Community Charter,Los Angeles,790.0,1
19647331931054,Westside Leadership Magnet,Los Angeles,20.0,0
19647331931070,Mid City Prescott of Enriched,Los Angeles,24.0,0
19647331931278,Friedman (Abraham) Occupational,Los Angeles,,
19647331931336,Cheviot Hills Continuation,Los Angeles,18.0,0
19647331931344,School 19647331931344,,,
19647331931351,Del Rey Continuation,Los Angeles,1.0,
19647331931377,Earhart (Amelia) Continuation,Los Angeles,8.0,0
19647331931385,Einstein (Albert) Cont.,Los Angeles,16.0,0
19647331931393,Highland Park Continuation,Los Angeles,15.0,0
19647331931401,School 19647331931401,,,
19647331931419,Leonis (Miguel) Continuation,Los Angeles,6.0,
19647331931427,School 19647331931427,,,
19647331931435,Lewis (Robert H.) Continuation,Los Angeles,21.0,0
19647331931450,Jack London Continuation,Los Angeles,19.0,0
19647331931468,Metropolitan Continuation,Los Angeles,14.0,0
19647331931476,Canoga Park Senior High,Los Angeles,347.0,0
19647331931484,Mission Continuation,Los Angeles,26.0,0
19647331931500,Owensmouth Continuation,Los Angeles,22.0,0
19647331931518,George S. Patton Continuation,Los Angeles,16.0,0
19647331931526,Carson Senior High,Los Angeles,352.0,0
19647331931534,Rogers (Will) Continuation,Los Angeles,41.0,0
19647331931559,Stoney Point Continuation,Los Angeles,23.0,0
19647331931575,Truth (Sojourner) Continuation,Los Angeles,4.0,
19647331931583,Kirk Douglas,Los Angeles,24.0,
19647331931591,School 19647331931591,,,
19647331931633,Diane S. Leichman Special Edu,Los Angeles,53.0,0
19647331931658,Lanterman (Frank D.),Los Angeles,30.0,
19647331931682,Zane Grey Continuation,Los Angeles,25.0,0
19647331931690,Independence Continuation (Los Angeles),Los Angeles,32.0,0
19647331931708,Chatsworth Senior High,Los Angeles,436.0,1
19647331931716,Valley Alternative Magnet,Los Angeles,45.0,0
19647331931856,Whitman Continuation,Los Angeles,43.0,0
19647331931864,Grover Cleveland High,Los Angeles,680.0,1
19647331931930,Avalon Continuation,Los Angeles,25.0,0
19647331931955,"Ellington (Duke) High, Cont.",Los Angeles,13.0,0
19647331931971,Hope (John) Continuation,Los Angeles,13.0,0
19647331931989,Monterey Continuation,Los Angeles,15.0,0
19647331931997,Odyssey Continuation,Los Angeles,14.0,0
19647331932029,Cooper High (Opportunity),Los Angeles,12.0,
19647331932128,Crenshaw Senior High,Los Angeles,227.0,0
19647331932169,Temescal Cnyn Cont,Los Angeles,16.0,
19647331932250,Thoreau (Henry David) Continua,Los Angeles,11.0,0
19647331932318,Eagle Tree Continuation,Los Angeles,57.0,0
19647331932334,Addams (Jane) Cont. High,Los Angeles,41.0,0
19647331932342,Evergreen Continuation,Los Angeles,14.0,0
19647331932383,Susan Miller Dorsey Senior Hi,Los Angeles,213.0,0
19647331932391,West Hollywood Opportunity,Los Angeles,11.0,
19647331932458,East Los Angeles Skills Center,Los Angeles,,
19647331932466,School 19647331932466,,,
19647331932490,School 19647331932490,,,
19647331932508,Metropolitan Skill Center,Los Angeles,,
19647331932540,Eagle Rock High,Los Angeles,368.0,0
19647331932623,El Camino Real Charter High,Los Angeles,762.0,1
19647331932821,Boyle Heights Continuation,Los Angeles,8.0,0
19647331932847,Los Angeles Center for Enrich,Los Angeles,198.0,0
19647331932888,Downtown Business High,Los Angeles,205.0,0
19647331932920,Fairfax Senior High,Los Angeles,374.0,0
19647331932987,John H. Francis Polytechnic,Los Angeles,531.0,0
19647331933001,King/Drew Medical Magnet High,Los Angeles,345.0,0
19647331933027,Franklin (Benjamin) Community,Los Angeles,,
19647331933043,Benjamin Franklin Senior High,Los Angeles,296.0,0
19647331933092,Fremont (John C.) Community Adult,Los Angeles,,
19647331933118,John C. Fremont Senior High,Los Angeles,472.0,0
19647331933191,Cleveland Humanities Magnet,Los Angeles,,
19647331933233,Sherman Oaks Center for Enric,Los Angeles,228.0,0
19647331933241,Gardena Senior High,Los Angeles,336.0,0
19647331933282,Johnson (Dorothy V.) Oppo,Los Angeles,6.0,
19647331933290,George Kiriyama Comm Adult Sch,Los Angeles,,
19647331933365,Garfield (James A.) Community,Los Angeles,,
19647331933381,James A. Garfield Senior High,Los Angeles,559.0,0
19647331933746,Granada Hills Charter High,Los Angeles,1154.0,1
19647331933795,Ulysses S. Grant Senior High,Los Angeles,444.0,0
19647331933852,Alexander Hamilton Senior Hig,Los Angeles,514.0,0
19647331934017,School 19647331934017,,,
19647331934033,Hollywood Senior High,Los Angeles,256.0,0
19647331934132,Huntington Park/Bell Community Adult,Los Angeles,,
19647331934157,Huntington Park Senior High,Los Angeles,370.0,0
19647331934371,Thomas Jefferson Senior High,Los Angeles,141.0,0
